cyclopentolate hydrochloride,diagnostic purposes,anticholinergic agent,antagonize miosis and ciliary body contraction,anticholinergic agents,children,systemic effects
cyclobenzaprine hydrochloride,adjunct to rest and physical therapy,centrally-acting skeletal muscle relaxant,brimonidine,sibutramine,"recent mi, arrhythmias, severe liver disease","drowsiness, dry mouth and dizziness"
cyclizine hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
cyanocobalamin,pernicious anemia,coenzyme,k salts,k salts,tobacco amblyopia,polycythemia vera
crotamiton,no answer,no answer,no answer,no answer,no answer,no answer
crizotinib,no answer,no answer,no answer,no answer,no answer,no answer
crisaborole,no answer,no answer,no answer,no answer,no answer,no answer
covid vaccine,no answer,no answer,no answer,no answer,no answer,no answer
copper peptide + procapil + niacinamide + biotin + l-arginine,no answer,no answer,no answer,no answer,no answer,no answer
desloratadine,chronic idiopathic urticaria,non-sedating; long acting tricyclic histamine antagonist,drug,drug,patients having hypersensitivity,"headache, nausea, fatigue, dizziness, pharyngitis"
dequalinium chloride,no answer,no answer,no answer,no answer,no answer,no answer
denosumab,patients,binds to receptor activator of nuclear factor kappa-b ligand,midazolam,midazolam,hypersensitivity,osteonecrosis of the jaw (onj).
delafloxacin,only,concentration-dependent bacteriocidal activity,multivalent cations,pediatric powder for oral solution,patients with known hypersensitivity,"nausea, diarrhea, headache, transaminase elevations, and vomiting"
dehydroepiandrosterone,lacking,antagonist of gamma-aminobutyric acid (gaba) receptors,progesterone assays,dhea,breast or prostate cancer,mania and hypomania
degarelix acetate,adult male patients with advanced hormone-dependent prostate cancer,selective gonadotrophin releasing-hormone (gnrh) antagonist,not a substrate for the human cyp450 system,medicinal products able to induce torsades de pointes,hypersensitivity,testosterone suppression
deflazacort,"anaphylaxis, asthma, severe hypersensitivity reactions",anti-inflammatory action by inhibiting phospholipase a2 enzyme,liver enzymes,drugs which are liver enzyme inducers are co-administered,hypersensitivity,susceptible to infection
deferoxamine mesylate,no answer,no answer,no answer,no answer,no answer,no answer
deferiprone,iron overload patients with thalassemia,chelating agent,aluminium containing antacids,aluminium containing antacids,hypersensitivity,arthralgia and increased liver enzymes
deferasirox,adult and paediatric patients,orally active chelator,decreased exposure with colestyramine and potent inducers of ugt enzymes,"hormonal contraceptives, simvastatin",high risk myelodysplastic syndrome,serum creatinine
daunorubicin,acute nonlymphocytic leukemia,simple glycosidic cleavage,doxorubicin or daunorubicin,daunorubicin,patients with known hypersensitivity,dose-limiting toxicity
dasatinib,philadelphia chromosome-positiveacute lymphoblastic leukemia,inhibits the following kinases,narrow therapeutic index,narrow therapeutic index,pregnancy,acne
darifenacin,overactive bladder,"potent, competitive and selective muscarinic receptor antagonist",anticholinergic agents,dry mouth,"patient with urinary retention, gastric retention","abnormal vision, back pain, dry skin, hypertension"
darbepoetin alfa,including patients ondialysisand patients not on dialysis,endogenous erythropoietin,ethanol,ethanol,uncontrolled hypertension,hypertension; seizures; serious allergic reaction; severecutaneousreactions
dapsone,12 years of age and older,both anti-infammatory and antimicrobial properties,benzoyl peroxide,topical benzoyl peroxide,those who are hypersensitive,application site dryness and pruritus
dapoxetine hydrochloride,indicated for the treatment of premature ejaculation,inhibition of neuronal reuptake of serotonin,alcohol,alcohol,maois or thioridazine,hypertension
dapagliflozin propanediol,withtype 2 diabetesmellitus,reversible inhibitor of sodium-glucose cotransporter 2,increase in cmax &amp; auc with mefenamic acid,rifampin,moderate to severe renal impairment; end-stage renal disease; active bladder cancer,"renal impairment, female genital mycotic infections"
dantrolene sodium,tion,probably by interfering with the release of ca ++,cns depressants,cns depressants,hepatitis and cirrhosis,"drowsiness, dizziness, weakness, general malaise"
danazol,endometriosis,unknown,migraine,carbamazepin,hypersensitivity to danazol.,elevated lft values
dalteparin sodium,extracorporeal circulation,antithrombotic agent,increased risk of haemorrhage,etacrynic acid,severe hypertension,"elevated serum transaminase levels (ast and alt), allergic reactions"
dextromethorphan + pseudoephedrine + triprolidine,this preparation,central action on the cough centre in the medulla,avoid taking isocarboxazid,tranylcypromine,patients with liver disease or asthmatic patients,no apparent evidence of physical dependence of the morphine
dextromethorphan + phenylephrine + triprolidine,upper respiratory allergies,central action on the cough centre in the medulla,avoid taking isocarboxazid,tranylcypromine,asthma,no apparent evidence of physical dependence of the morphine
dextran + sodium chloride,moderate- to high-risk patients undergoing surgery,dextran produce expansion of plasma volume,lithium,lithium,pregnancy,raised liver enzyme values; alopecia; bone marrow suppression
dextran + hypromellose,no answer,no answer,no answer,no answer,no answer,no answer
dextran + dextrose,no answer,no answer,no answer,no answer,no answer,no answer
dexpanthenol,no answer,no answer,no answer,no answer,no answer,no answer
dexmedetomidine hydrochloride,non-intubated patients,terminate the propagation of pain signals,reducing dosage,co-administered drug,none,"hypotension, respiratory depression, and bradycardia"
dexlansoprazole,healing of erosive esophagitis,proton pump inhibitor,food,food,patients with known hypersensitivity to any component of the formulation,"diarrhea, abdominal pain, nausea, vomiting"
dexketoprofen,amp,anti-inflammatory,drugs,any of the following drugs,allergic,unwanted effects
dexibuprofen,osteoarthritis,analgesic action,anticoagulant,anticoagulant,patients with previous history of hypersensitivity,"dyspepsia, diarrhea, fatigue, and headache"
dexamethasone + tobramycin,corticosteroid,inhibit the phospholipase a2,combination eye drops,topical ophthalmic medicines,hypersensitivity,topical ocular tobramycin
dexamethasone + neomycin sulphate + polymyxin b sulphate,antimicrobial,anti-infective component,drug interactions,drug,uncomplicated removal of a corneal foreign body,adverse reactions
dexamethasone + chloramphenicol,post-operative inflammation and any other ocular inflammation associated with infection,chloramphenicol,phenobarbital,phenobarbital,hypersensitivity,allergic sensitization
dexamethasone (ophthalmic),dexamethasone phosphate,it suppresses normal immune response,none relevant,none relevant to topical use.,perforation of a drum membrane,"rarely, stinging and burning may occur."
dexamethasone,selected cases may require low-dose maintenance therapy,it suppresses normal immune response,oral anti-coagulants,oral anti-coagulants,hypersensitivity to corticosteroids,glucocorticoid
desvenlafaxine,adult outpatients,the exact mechanism is unknown,anticoagulants,aspirin,"maois (e.g. linezolid, iv methylene blue","nausea, dizziness, insomnia, hyperhidrosis"
desoximetasone,no answer,no answer,no answer,no answer,no answer,no answer
desonide,no answer,no answer,no answer,no answer,no answer,no answer
desogestrel,no answer,no answer,no answer,no answer,no answer,no answer
desmopressin acetate,"primary nocturnal enuresis 
 nocturia and 
 central diabetes insipidus",mimicking the actions of endogenous adh,urine production and osmolality,27% fat meal,cardiac insufficiency and other conditions requiring treatment with diuretic agents,"headache, stomach pain and nausea"
difluprednate,inflammation and pain associated with ocular surgery,structurally similar to other corticosteroids,drug interaction,0.05% ophthalmic emulsion,most active viral diseases,corneal edema
diflorasone diacetate,no answer,no answer,no answer,no answer,no answer,no answer
diethylcarbamazine citrate,"filariasis, lymphatic filariasis",sensitizing the microfilariae to phagocytosis,drug interactions,drug,"pregnancy, hypersensitivity; lactation","fever, headache, vomiting, dizziness, drowsiness, nausea"
dienogest + estradiol valerate,progestin,cervical mucus changes that inhibit sperm penetration,contraception,drugs or herbal products,breast cancer,natazia
dienogest,endometriosis,it is an antagonist at androgen receptors,adverse reactions,progestogens,active venous thromboembolic disorder,undesirable effects
dicycloverine hydrochloride,no answer,no answer,no answer,no answer,no answer,no answer
diclofenac sodium + misoprostol,high risk of developing nsaid,not completely understood,antacids,antacids,patients with hypersensitivity,"abdominal pain, diarrhea and other gi symptoms"
diclofenac sodium + methyl salicylate + linseed oil + menthol,no answer,no answer,no answer,no answer,no answer,no answer
diclofenac sodium + lidocaine hydrochloride,diclofenac sodium,inhibition of prostaglandin synthesis,influencing their clinical effect,lithium,in patients with adams-stokes syndrome,mild and transient
diclofenac sodium (ophthalmic),"in- 
 
 inhibition of miosis during cataract surgery",non-steroidal anti-inflammatory drug with analgesic property,drug interaction,steroid,"attacks of asthma, urticaria or acute rhinitis","sensitivity to light, bad taste, feeling of pressure, allergic reactions"
diclofenac sodium,no answer,no answer,no answer,no answer,no answer,no answer
diclofenac potassium,"severe painful inflammatory infections of the ear, nose, or throat",inhibition of cyclooxygenase,unwanted effects,anticoagulant therapy,patients with known hypersensitivity to diclofenac,mild and transient
diclofenac diethylamine + mephenesin + menthol + methyl salicylate + turpentine oil,no answer,no answer,no answer,no answer,no answer,no answer
diazoxide,orally,enhancing cell membrane permeability to potassium ions,phenytoin,oral,all cases which are amenable to surgery or other specific therapy,adverse reactions
