generic_name,cases,rating,useful_count
methotrexate,rheumatoid arthritis,9,116
levonorgestrel,birth control,9,2
acetazolamide,pseudotumor cerebri,10,7
desvenlafaxine,depression,10,16
apixaban,prevention of thromboembolism in atrial fibrillation,8,56
levonorgestrel,birth control,10,5
levonorgestrel,birth control,9,0
sitagliptin,"diabetes, type 2",1,13
azilsartan medoxomil,high blood pressure,10,3
suvorexant,insomnia,10,21
anastrozole,breast cance,9,54
clarithromycin,otitis media,9,10
metronidazole,trichomoniasis,8,3
topiramate,migraine prevention,10,7
irbesartan,high blood pressure,5,55
levonorgestrel,abnormal uterine bleeding,10,2
levonorgestrel,birth control,2,22
levonorgestrel,birth control,1,5
propofol,anesthesia,8,7
tadalafil,benign prostatic hyperplasia,7,22
metronidazole,bacterial vaginitis,1,17
gabapentin,neuropathic pain,5,0
nitrofurantoin,urinary tract infection,9,58
carisoprodol,muscle spasm,10,38
gabapentin,anxiety,9,66
temazepam,insomnia,10,75
alprazolam,dysautonomia,10,38
capsaicin,postherpetic neuralgia,1,0
gabapentin,pain,8,39
oxazepam,anxiety,10,39
armodafinil,ibromyalgia,10,7
levonorgestrel,emergency contraception,1,16
levonorgestrel,emergency contraception,8,10
atenolol,migraine prevention,6,40
famotidine,indigestion,2,11
adalimumab,crohn's disease,10,46
olanzapine,major depressive disorde,6,32
levonorgestrel,birth control,5,5
hylan g-f 20,osteoarthritis,9,95
rituximab,non-hodgkin's lymphoma,8,3
levonorgestrel,birth control,8,14
clindamycin,bacterial infection,1,8
imiquimod,basal cell carcinoma,1,12
oseltamivir,influenza,10,7
metronidazole,bacterial infection,1,6
pregabalin,generalized anxiety disorde,10,63
pregabalin,postherpetic neuralgia,6,1
sofosbuvir,hepatitis c,5,26
mirabegron,overactive bladde,10,12
liraglutide,obesity,7,16
ziprasidone,not listed / othe,3,0
aripiprazole,bipolar disorde,4,14
suvorexant,insomnia,2,11
nortriptyline,migraine prevention,1,2
desvenlafaxine,depression,8,10
carvedilol,heart failure,10,26
alprazolam,anxiety,10,18
liraglutide,obesity,1,12
topiramate,migraine prevention,10,48
levonorgestrel,birth control,1,4
cefdinir,bronchitis,3,7
lorazepam,anxiety,9,106
diazepam,anxiety,8,33
metronidazole,bacterial infection,1,7
liraglutide,obesity,10,10
temazepam,insomnia,9,32
rivaroxaban,deep vein thrombosis,5,6
ibuprofen,headache,10,5
empagliflozin,"diabetes, type 2",9,4
ciprofloxacin,typhoid feve,9,60
hydrocortisone,addison's disease,10,0
gabapentin,peripheral neuropathy,9,105
armodafinil,narcolepsy,8,2
orlistat,obesity,1,8
erlotinib,non-small cell lung cance,10,104
topiramate,migraine prevention,1,11
suvorexant,insomnia,10,19
oseltamivir,influenza,3,36
clarithromycin,upper respiratory tract infection,5,4
meloxicam,inflammatory conditions,8,199
nitrofurantoin,urinary tract infection,10,50
desvenlafaxine,depression,8,75
estradiol,postmenopausal symptoms,10,53
clonazepam,anxiety,10,20
carisoprodol,muscle spasm,10,0
levonorgestrel,birth control,9,2
metronidazole,skin or soft tissue infection,5,13
latanoprost,"glaucoma, open angle",3,10
baclofen,muscle spasm,9,66
pregabalin,postherpetic neuralgia,3,75
tioconazole,vaginal yeast infection,1,7
nitrofurantoin,bladder infection,7,59
levonorgestrel,emergency contraception,10,13
spironolactone,acne,1,6
aripiprazole,depression,9,199
topiramate,diabetic peripheral neuropathy,9,109
valacyclovir,herpes zoste,10,13
desvenlafaxine,anxiety,8,29
linezolid,methicillin-resistant staphylococcus aureus infection,10,6
lamotrigine,bipolar disorde,9,17
alprazolam,anxiety,9,29
mirtazapine,major depressive disorde,1,10
carbamazepine,trigeminal neuralgia,9,60
gabapentin,anxiety,9,18
nortriptyline,migraine prevention,8,31
gabapentin,postherpetic neuralgia,7,6
clonazepam,insomnia,10,218
levonorgestrel,birth control,9,1
nitrofurantoin,urinary tract infection,10,13
fluconazole,vaginal yeast infection,9,32
cephalexin,skin or soft tissue infection,10,17
levonorgestrel,birth control,5,3
brexpiprazole,depression,5,4
lubiprostone,"constipation, drug induced",10,1
gabapentin,anxiety,6,17
suvorexant,insomnia,1,40
topiramate,migraine prevention,9,8
metronidazole,bacterial vaginitis,3,7
topiramate,migraine prevention,9,37
dapsone,acne,8,11
lamotrigine,post traumatic stress disorde,10,65
carbamazepine,trigeminal neuralgia,8,11
meloxicam,inflammatory conditions,2,43
clonazepam,benzodiazepine withdrawal,10,41
liraglutide,"diabetes, type 2",10,41
hydrocortisone,eczema,10,10
metronidazole,bacterial infection,6,10
suvorexant,insomnia,10,51
celecoxib,osteoarthritis,9,22
eszopiclone,insomnia,10,35
adalimumab,"crohn's disease, maintenance",1,47
loratadine,allergic rhinitis,8,17
tioconazole,vaginal yeast infection,4,1
lamotrigine,bipolar disorde,10,66
liraglutide,"diabetes, type 2",6,19
metronidazole,bacterial infection,1,1
nitrofurantoin,bladder infection,1,21
clonazepam,anxiety,9,39
desvenlafaxine,depression,2,23
tioconazole,vaginal yeast infection,10,56
acetazolamide,pseudotumor cerebri,9,4
desvenlafaxine,depression,9,59
levonorgestrel,emergency contraception,1,0
mirtazapine,anxiety,7,47
sucralfate,duodenal ulce,10,77
pregabalin,neuropathic pain,9,63
levonorgestrel,birth control,5,0
omeprazole,gerd,1,17
carisoprodol,muscle spasm,10,61
liraglutide,"diabetes, type 2",10,88
etanercept,ankylosing spondylitis,10,5
tioconazole,vaginal yeast infection,1,5
liraglutide,"diabetes, type 2",2,16
vardenafil,erectile dysfunction,9,5
zaleplon,insomnia,10,65
cilostazol,intermittent claudication,8,16
gabapentin,anxiety,4,38
levonorgestrel,emergency contraception,10,10
minoxidil,alopecia,10,18
lisinopril,high blood pressure,2,98
aripiprazole,depression,9,82
alprazolam,anxiety,8,17
pramipexole,restless legs syndrome,10,57
secukinumab,plaque psoriasis,10,24
clonazepam,panic disorde,10,28
nortriptyline,migraine prevention,9,25
ramelteon,insomnia,9,37
topiramate,nan,9,6
liraglutide,obesity,10,28
ziprasidone,autism,1,10
spironolactone,acne,10,37
carisoprodol,muscle spasm,8,8
levetiracetam,epilepsy,10,26
mirtazapine,depression,6,7
aripiprazole,bipolar disorde,8,9
desvenlafaxine,depression,10,68
sulindac,juvenile rheumatoid arthritis,9,1
omeprazole,gerd,10,19
lisinopril,high blood pressure,3,13
levonorgestrel,emergency contraception,10,0
roflumilast,copd,10,54
bisacodyl,constipation,10,7
darifenacin,overactive bladde,6,41
diazepam,anxiety,10,113
gabapentin,insomnia,7,38
levonorgestrel,emergency contraception,10,5
levonorgestrel,birth control,10,7
colchicine,"gout, acute",7,20
levonorgestrel,emergency contraception,10,5
adalimumab,psoriatic arthritis,6,5
baclofen,muscle spasm,10,22
rituximab,rheumatoid arthritis,9,114
mirtazapine,anxiety,10,106
propofol,anesthesia,10,4
levonorgestrel,birth control,10,7
acetazolamide,seizure prevention,5,2
tioconazole,vaginal yeast infection,1,1
lamotrigine,depression,9,32
gabapentin,peripheral neuropathy,8,46
levonorgestrel,abnormal uterine bleeding,2,14
bisacodyl,constipation,6,11
tioconazole,vaginal yeast infection,4,3
metronidazole,bacterial vaginitis,7,7
levonorgestrel,birth control,3,3
metronidazole,diverticulitis,9,55
flurbiprofen,back pain,10,11
levonorgestrel,birth control,10,17
levonorgestrel,birth control,3,11
midazolam,light sedation,1,0
omeprazole,gerd,9,40
clonazepam,restless legs syndrome,10,9
levonorgestrel,birth control,8,5
tioconazole,vaginal yeast infection,7,15
rivaroxaban,prevention of thromboembolism in atrial fibrillation,1,28
tioconazole,vaginal yeast infection,9,11
propofol,anesthesia,10,46
lisinopril,high blood pressure,1,33
spironolactone,acne,9,34
pregabalin,ibromyalgia,9,39
spironolactone,acne,1,2
levonorgestrel,nan,10,7
levonorgestrel,emergency contraception,10,9
aripiprazole,bipolar disorde,10,13
hydrochlorothiazide,nephrocalcinosis,5,7
alprazolam,panic disorde,9,16
capsaicin,osteoarthritis,9,27
carbamazepine,bipolar disorde,9,69
levonorgestrel,emergency contraception,10,1
pentosan polysulfate sodium,interstitial cystitis,10,49
nortriptyline,irritable bowel syndrome,7,15
rituximab,rheumatoid arthritis,9,17
adalimumab,"crohn's disease, maintenance",9,13
clonazepam,panic disorde,9,22
pramipexole,restless legs syndrome,10,14
oseltamivir,influenza,1,9
nortriptyline,migraine prevention,9,80
vardenafil,erectile dysfunction,1,10
carisoprodol,muscle spasm,10,141
naltrexone,alcohol dependence,9,104
clindamycin,acne,1,31
levonorgestrel,emergency contraception,10,5
levonorgestrel,birth control,10,22
mirtazapine,depression,3,31
tadalafil,benign prostatic hyperplasia,9,154
imiquimod,human papilloma virus,7,3
gabapentin,pain,4,37
gabapentin,ibromyalgia,10,131
lamotrigine,bipolar disorde,10,30
denosumab,osteoporosis,1,67
atenolol,high blood pressure,9,32
levonorgestrel,birth control,5,2
ziprasidone,schizophrenia,9,46
nortriptyline,pain,1,54
alprazolam,panic disorde,10,44
vardenafil,erectile dysfunction,3,51
baclofen,migraine prevention,9,70
nitrofurantoin,urinary tract infection,9,17
nitrofurantoin,urinary tract infection,2,12
pregabalin,dercum's disease,9,2
naltrexone,alcohol dependence,10,13
insulin degludec,"diabetes, type 2",10,1
alprazolam,depression,5,8
naltrexone,alcohol dependence,9,34
carvedilol,left ventricular dysfunction,10,43
levonorgestrel,birth control,10,38
nitrofurantoin,urinary tract infection,9,1
ciprofloxacin,urinary tract infection,9,19
vardenafil,erectile dysfunction,9,28
acetazolamide,pseudotumor cerebri,10,10
metronidazole,bacterial infection,1,5
adalimumab,crohn's disease,9,4
minoxidil,alopecia,10,53
bimatoprost,"glaucoma, open angle",10,35
brexpiprazole,schizophrenia,1,19
darifenacin,overactive bladde,5,22
topiramate,migraine prevention,2,92
azathioprine,ulcerative colitis,7,0
nortriptyline,migraine prevention,5,11
capecitabine,"breast cancer, metastatic",10,0
oxazepam,anxiety,10,56
aripiprazole,bipolar disorde,7,0
orlistat,obesity,7,98
bisacodyl,constipation,1,12
tioconazole,vaginal yeast infection,1,6
apremilast,plaque psoriasis,5,27
nitrofurantoin,bladder infection,9,7
gabapentin,pain,2,3
liraglutide,weight loss,10,24
tocilizumab,rheumatoid arthritis,9,22
carisoprodol,muscle spasm,10,93
clonazepam,anxiety,8,19
levonorgestrel,birth control,10,4
gabapentin,neuropathic pain,7,15
nitrofurantoin,prevention of bladder infection,2,30
orlistat,obesity,9,30
ciprofloxacin,urinary tract infection,5,15
levonorgestrel,birth control,1,6
levonorgestrel,birth control,10,26
brexpiprazole,depression,10,1
cyclosporine,"organ transplant, rejection prophylaxis",10,4
clindamycin,acne,8,13
melatonin,insomnia,10,52
clonazepam,panic disorde,10,148
olanzapine,depression,6,22
lorazepam,panic disorde,9,72
zolmitriptan,migraine,10,3
topiramate,migraine prevention,8,50
methotrexate,psoriasis,10,135
lorazepam,anxiety,10,214
liraglutide,"diabetes, type 2",10,5
haloperidol,psychosis,5,11
magnesium hydroxide,constipation,10,38
clonazepam,panic disorde,10,47
suvorexant,insomnia,3,33
levonorgestrel,emergency contraception,1,3
baclofen,chronic spasticity,9,41
letrozole,"breast cancer, adjuvant",10,111
levonorgestrel,birth control,9,1
dexlansoprazole,gerd,10,22
levonorgestrel,birth control,10,9
pregabalin,ibromyalgia,10,67
mirabegron,overactive bladde,6,25
levonorgestrel,birth control,6,0
carbamazepine,trigeminal neuralgia,3,32
levonorgestrel,birth control,10,9
ramipril,high blood pressure,9,31
atenolol,high blood pressure,8,26
propofol,anesthesia,10,21
meloxicam,ibromyalgia,9,64
mirabegron,overactive bladde,1,23
potassium chloride,prevention of hypokalemia,10,10
levonorgestrel,birth control,6,9
dulaglutide,"diabetes, type 2",9,0
levonorgestrel,emergency contraception,10,82
celecoxib,osteoarthritis,9,39
metronidazole,nan,4,1
lamotrigine,seizure prevention,10,43
levonorgestrel,birth control,2,7
baclofen,not listed / othe,9,35
desvenlafaxine,anxiety,9,38
levonorgestrel,birth control,3,2
estradiol,atrophic vaginitis,10,41
silver sulfadiazine,"burns, external",10,12
ciprofloxacin,urinary tract infection,1,11
febuxostat,gout,10,5
fluconazole,vaginal yeast infection,10,20
mirtazapine,depression,7,12
cefprozil,tonsillitis/pharyngitis,9,4
ciprofloxacin,urinary tract infection,1,39
tioconazole,vaginal yeast infection,1,10
brexpiprazole,major depressive disorde,10,59
topiramate,bipolar disorde,5,6
clonazepam,anxiety,8,23
alprazolam,anxiety,6,34
coal tar,psoriasis,10,11
valsartan,high blood pressure,9,24
fluconazole,vaginal yeast infection,10,12
levonorgestrel,birth control,10,0
liraglutide,obesity,4,8
meloxicam,ibromyalgia,8,19
nitrofurantoin,bladder infection,9,7
mirtazapine,insomnia,1,51
etodolac,pain,8,15
oxcarbazepine,bipolar disorde,9,38
vardenafil,erectile dysfunction,8,10
oseltamivir,influenza,4,5
tioconazole,vaginal yeast infection,1,5
metronidazole,bacterial vaginitis,8,8
levonorgestrel,birth control,10,6
topiramate,migraine prevention,9,37
palbociclib,"breast cancer, metastatic",2,14
gabapentin,peripheral neuropathy,4,43
alprazolam,anxiety,10,7
loratadine,not listed / othe,2,11
ondansetron,nausea/vomiting,10,41
pregabalin,generalized anxiety disorde,10,73
cephalexin,skin or soft tissue infection,10,66
levonorgestrel,emergency contraception,5,1
metronidazole,bacterial infection,7,21
levonorgestrel,emergency contraception,10,14
lifitegrast,dry eye disease,9,21
nitrofurantoin,urinary tract infection,5,12
levonorgestrel,emergency contraception,10,8
levonorgestrel,birth control,9,6
temazepam,insomnia,2,24
mirtazapine,major depressive disorde,10,26
clindamycin,bacterial infection,9,22
tioconazole,vaginal yeast infection,10,4
alprazolam,anxiety,7,18
levetiracetam,seizures,7,34
fluconazole,vaginal yeast infection,10,104
acetazolamide,pseudotumor cerebri,9,0
tioconazole,vaginal yeast infection,1,7
pregabalin,pain,10,76
clindamycin,bacterial infection,9,49
diazepam,anxiety,10,122
lisinopril,high blood pressure,1,50
eszopiclone,insomnia,8,41
metronidazole,bacterial infection,6,5
liraglutide,"diabetes, type 2",8,17
ramipril,high blood pressure,2,214
naltrexone,opiate dependence,8,65
adalimumab,psoriatic arthritis,10,53
lisinopril,high blood pressure,1,5
levonorgestrel,birth control,10,7
levonorgestrel,abnormal uterine bleeding,9,12
cefdinir,sinusitis,1,5
adalimumab,psoriasis,4,42
temazepam,insomnia,8,15
ciprofloxacin,kidney infections,9,70
armodafinil,obstructive sleep apnea/hypopnea syndrome,10,6
levonorgestrel,birth control,10,4
oxazepam,anxiety,10,69
pregabalin,generalized anxiety disorde,10,29
adapalene,acne,10,18
pregabalin,ibromyalgia,7,70
spironolactone,heart failure,1,99
loratadine,allergic rhinitis,1,3
levonorgestrel,birth control,9,13
levetiracetam,seizures,8,26
levonorgestrel,abnormal uterine bleeding,4,0
spironolactone,high blood pressure,5,59
temazepam,insomnia,10,69
levonorgestrel,birth control,6,3
allopurinol,gout,9,6
clonazepam,panic disorde,10,54
levonorgestrel,birth control,4,6
propofol,anesthesia,8,71
clonazepam,panic disorde,9,43
gabapentin,pain,1,22
lorazepam,status epilepticus,6,3
tioconazole,vaginal yeast infection,10,3
tioconazole,vaginal yeast infection,5,4
gabapentin,ibromyalgia,10,64
apremilast,psoriatic arthritis,10,43
methylprednisolone,"asthma, acute",10,5
clindamycin,bacterial infection,3,8
ondansetron,nausea/vomiting,9,39
lacosamide,seizures,9,33
nitrofurantoin,bladder infection,1,13
pramipexole,restless legs syndrome,10,17
levonorgestrel,emergency contraception,9,47
propofol,anesthesia,5,15
bisacodyl,constipation,7,0
levonorgestrel,birth control,3,6
levonorgestrel,emergency contraception,9,41
pimecrolimus,eczema,6,3
clonazepam,hyperekplexia,9,7
tioconazole,vaginal yeast infection,1,7
dapsone,acne,2,17
ropinirole,restless legs syndrome,10,32
levonorgestrel,emergency contraception,1,2
secukinumab,plaque psoriasis,9,24
clarithromycin,sinusitis,8,8
naltrexone,opiate dependence,10,63
pregabalin,neuralgia,1,5
gabapentin,anxiety,10,64
dulaglutide,"diabetes, type 2",7,0
levonorgestrel,emergency contraception,10,7
topiramate,migraine prevention,5,18
clarithromycin,upper respiratory tract infection,5,9
ramipril,high blood pressure,9,26
levonorgestrel,birth control,3,5
nabumetone,sciatica,7,34
imiquimod,basal cell carcinoma,5,13
aripiprazole,schizophrenia,7,30
etanercept,rheumatoid arthritis,9,19
sumatriptan,migraine,10,5
alprazolam,anxiety,1,9
lamotrigine,seizure prevention,9,11
crotamiton,pruritus,10,8
bisacodyl,constipation,1,14
pregabalin,generalized anxiety disorde,9,43
levonorgestrel,birth control,10,5
allopurinol,gout,1,7
tranexamic acid,menorrhagia,10,102
simvastatin,high cholesterol,2,73
clonazepam,panic disorde,10,6
rivaroxaban,atrial fibrillation,9,110
melatonin,insomnia,4,23
levonorgestrel,emergency contraception,10,12
eszopiclone,insomnia,1,19
lamotrigine,bipolar disorde,10,79
mirtazapine,anxiety,1,15
oxcarbazepine,neuropathic pain,4,6
clonazepam,insomnia,10,133
lacosamide,seizures,10,71
magnesium hydroxide,constipation,8,21
aripiprazole,bipolar disorde,3,29
levonorgestrel,emergency contraception,10,16
gemfibrozil,high cholesterol,9,51
adalimumab,psoriatic arthritis,10,17
metronidazole,bacterial vaginitis,1,3
pregabalin,neuropathic pain,9,43
brexpiprazole,depression,2,0
metronidazole,nan,8,4
apremilast,psoriatic arthritis,10,31
tioconazole,vaginal yeast infection,1,2
sulfasalazine,rheumatoid arthritis,6,41
pregabalin,ibromyalgia,8,55
nitrofurantoin,bladder infection,3,21
coal tar,psoriasis,10,7
diazepam,light anesthesia,8,18
meloxicam,ibromyalgia,10,190
levonorgestrel,emergency contraception,10,0
levonorgestrel,emergency contraception,10,12
tioconazole,vaginal yeast infection,10,13
tranexamic acid,menstrual disorders,9,21
tadalafil,benign prostatic hyperplasia,9,7
tioconazole,vaginal yeast infection,1,6
nortriptyline,smoking cessation,10,54
clonazepam,panic disorde,10,8
nortriptyline,pain,8,178
melatonin,insomnia,10,21
azilsartan medoxomil,high blood pressure,1,6
dexlansoprazole,gerd,10,20
infliximab,"crohn's disease, maintenance",10,35
levonorgestrel,birth control,10,7
valacyclovir,cold sores,6,14
ropinirole,restless legs syndrome,1,7
aripiprazole,depression,9,100
liraglutide,weight loss,9,9
pregabalin,neuropathic pain,10,16
mycophenolate mofetil,nephrotic syndrome,9,19
baclofen,alcohol withdrawal,9,11
silver sulfadiazine,"burns, external",10,39
lamotrigine,bipolar disorde,10,45
eszopiclone,insomnia,10,10
pregabalin,ibromyalgia,9,68
oxcarbazepine,bipolar disorde,9,15
methotrexate,rheumatoid arthritis,8,108
gabapentin,peripheral neuropathy,8,37
omalizumab,"asthma, maintenance",1,39
dulaglutide,"diabetes, type 2",3,16
clonazepam,burning mouth syndrome,10,87
apixaban,prevention of thromboembolism in atrial fibrillation,3,8
nitrofurantoin,urinary tract infection,4,23
bisacodyl,constipation,10,20
lorazepam,panic disorde,10,62
