drugName,condition,rating,usefulCount
dapsone,acne,10,6
diazepam,anxiety,2,13
levonorgestrel,birth control,10,14
citalopram,depression,5,16
miconazole,vaginal yeast infection,1,7
naproxen,sciatica,2,8
rizatriptan,migraine,10,2
zolpidem,insomnia,1,28
tadalafil,erectile dysfunction,9,25
azithromycin,chlamydia infection,7,5
warfarin,prevention of thromboembolism in atrial fibrillation,1,5
paroxetine,anxiety,10,4
nabumetone,back pain,9,47
sildenafil,erectile dysfunction,9,32
eszopiclone,insomnia,4,2
pseudoephedrine,nasal congestion,8,25
amitriptyline,insomnia,1,0
naproxen,back pain,7,33
metoprolol,mitral valve prolapse,7,3
cefdinir,otitis media,4,19
oxymetazoline,nasal congestion,6,4
duloxetine,anxiety,3,16
copper,birth control,6,3
lamotrigine,bipolar disorde,9,24
liraglutide,weight loss,10,14
amlodipine,high blood pressure,5,44
levonorgestrel,emergency contraception,1,2
apri,birth control,10,8
tramadol,pain,10,52
levonorgestrel,emergency contraception,10,5
bisacodyl,constipation,9,3
levonorgestrel,birth control,8,11
levonorgestrel,birth control,4,1
atorvastatin,high cholesterol,3,163
tretinoin,photoaging of the skin,10,147
levonorgestrel,birth control,9,1
avanafil,erectile dysfunction,8,69
escitalopram,generalized anxiety disorde,9,74
aripiprazole,bipolar disorde,8,16
pregabalin,ibromyalgia,9,43
guaifenesin,bronchitis,10,20
cefprozil,upper respiratory tract infection,10,5
riluzole,amyotrophic lateral sclerosis,6,8
levonorgestrel,birth control,10,4
venlafaxine,generalized anxiety disorde,7,49
zonisamide,seizures,9,31
ziprasidone,body dysmorphic disorde,1,1
methotrexate,psoriasis,5,28
copper,birth control,9,9
escitalopram,obsessive compulsive disorde,10,56
propranolol,anxiety,1,33
oxazepam,anxiety,8,8
propranolol,anxiety,10,38
metoclopramide,gastroparesis,1,72
perampanel,epilepsy,1,2
estradiol,atrophic vaginitis,10,12
venlafaxine,depression,8,5
prazosin,post traumatic stress disorde,10,73
bupropion,major depressive disorde,10,4
quetiapine,obsessive compulsive disorde,10,13
zolpidem,insomnia,7,6
bisacodyl,constipation,8,4
magnesium hydroxide,constipation,10,24
azithromycin,sinusitis,4,4
cetirizine,allergic rhinitis,9,1
norethindrone,birth control,4,10
testosterone,"hypogonadism, male",9,41
levonorgestrel,birth control,3,8
venlafaxine,major depressive disorde,8,21
warfarin,"prosthetic heart valves, mechanical valves - thrombosis prophylaxis",10,15
sumatriptan,migraine,9,28
leflunomide,rheumatoid arthritis,10,85
bupropion,smoking cessation,8,58
orlistat,obesity,10,30
doxycycline,acne,9,15
loperamide,diarrhea,8,10
lithium,bipolar disorde,10,55
copper,birth control,9,10
levonorgestrel,birth control,6,0
latanoprost,intraocular hypertension,9,57
nortriptyline,migraine prevention,6,38
tranexamic acid,menorrhagia,9,33
levonorgestrel,birth control,10,3
olopatadine,seasonal allergic conjunctivitis,8,0
tramadol,ibromyalgia,10,30
baclofen,chronic spasticity,1,8
adalimumab,rheumatoid arthritis,9,77
methylphenidate,adhd,10,8
cefuroxime,sinusitis,9,11
levonorgestrel,emergency contraception,9,5
niacin,depression,10,32
clarithromycin,sinusitis,3,8
fluoxetine,depression,6,117
fluoxetine,depression,10,4
bupropion,major depressive disorde,6,8
citalopram,generalized anxiety disorde,9,57
mirtazapine,insomnia,10,8
isotretinoin,acne,9,9
venlafaxine,anxiety and stress,8,18
mirtazapine,depression,7,53
bisacodyl,constipation,10,6
cephalexin,bacterial infection,1,5
vancomycin,bacterial infection,8,11
methylphenidate,adhd,1,25
metronidazole,bacterial vaginitis,10,19
levonorgestrel,birth control,1,4
medroxyprogesterone,birth control,1,1
atenolol,high blood pressure,4,19
adalimumab,rheumatoid arthritis,8,41
ropinirole,restless legs syndrome,8,6
levomilnacipran,depression,1,16
ciprofloxacin,prostatitis,4,0
paroxetine,anxiety,7,24
bupropion,adhd,7,86
olanzapine,bipolar disorde,9,31
levonorgestrel,abnormal uterine bleeding,3,8
fluoxetine,postpartum depression,10,14
quetiapine,insomnia,9,39
amlodipine,high blood pressure,7,92
vilazodone,depression,3,15
vilazodone,depression,9,47
liraglutide,weight loss,9,4
cyanocobalamin,vitamin b12 deficiency,10,50
cyclobenzaprine,muscle spasm,3,27
levonorgestrel,emergency contraception,10,30
roflumilast,copd,9,24
azithromycin,sinusitis,5,7
metronidazole,bone infection,10,10
warfarin,"prosthetic heart valves, tissue valves - thrombosis prophylaxis",9,45
fluvoxamine,obsessive compulsive disorde,9,51
quetiapine,borderline personality disorde,9,66
citalopram,anxiety and stress,10,148
levofloxacin,pneumonia,7,24
sertraline,depression,4,34
levonorgestrel,birth control,1,3
memantine,alzheimer's disease,1,47
pregabalin,pain,3,26
loteprednol,iritis,9,9
hydroxyzine,allergic urticaria,1,15
tioconazole,vaginal yeast infection,10,3
lithium,bipolar disorde,10,31
clarithromycin,sinusitis,1,7
methylphenidate,nan,8,7
liraglutide,"diabetes, type 2",9,12
ramipril,cardiovascular risk reduction,9,23
oxymorphone,pain,3,14
lamotrigine,bipolar disorde,10,26
rivastigmine,alzheimer's disease,9,100
zolpidem,insomnia,8,1
letrozole,breast cance,7,33
denosumab,giant cell tumor of bone,10,7
escitalopram,depression,10,28
tinidazole,bacterial vaginitis,10,31
cholestyramine,irritable bowel syndrome,10,34
doxycycline,urinary tract infection,3,13
copper,birth control,10,0
hydroxyzine,sedation,3,36
tramadol,restless legs syndrome,9,54
omalizumab,"asthma, maintenance",8,24
prochlorperazine,nausea/vomiting,1,8
lorazepam,insomnia,10,48
insulin lispro,"diabetes, type 2",10,4
isotretinoin,acne,5,14
glimepiride,"diabetes, type 2",9,98
allopurinol,gout,7,53
temazepam,insomnia,2,48
duloxetine,depression,9,8
terbinafine,"onychomycosis, toenail",1,12
apri,birth control,10,5
methylphenidate,adhd,9,19
varenicline,smoking cessation,10,14
levonorgestrel,birth control,10,0
propranolol,mance anxiety,8,36
chlorthalidone,high blood pressure,1,0
ferrous sulfate,vitamin/mineral supplementation during pregnancy/lactation,10,37
suvorexant,insomnia,9,61
metronidazole,rosacea,10,62
acetazolamide,pseudotumor cerebri,1,5
tioconazole,vaginal yeast infection,1,6
levonorgestrel,emergency contraception,10,11
aripiprazole,autism,5,103
levonorgestrel,birth control,8,32
lorazepam,panic disorde,7,32
levonorgestrel,abnormal uterine bleeding,8,75
sertraline,anxiety and stress,1,8
isotretinoin,acne,9,0
topiramate,migraine prevention,9,55
triamcinolone,osteoarthritis,10,0
clarithromycin,bronchitis,8,11
desoximetasone,psoriasis,10,20
minoxidil,alopecia,7,184
escitalopram,anxiety,9,10
nifedipine,raynaud's syndrome,10,17
alfuzosin,benign prostatic hyperplasia,9,63
bisacodyl,constipation,2,5
sucralfate,stomach ulce,8,124
duloxetine,anxiety,9,28
lansoprazole,gerd,10,18
tioconazole,vaginal yeast infection,10,8
valsartan,left ventricular dysfunction,10,31
medroxyprogesterone,birth control,8,7
azithromycin,upper respiratory tract infection,3,4
adalimumab,psoriasis,9,64
montelukast,allergic rhinitis,10,64
aripiprazole,agitated state,1,11
senna,constipation,5,22
atenolol,anxiety,8,130
topiramate,migraine prevention,8,11
adalimumab,psoriatic arthritis,3,21
copper,birth control,1,1
ezetimibe,"high cholesterol, familial heterozygous",9,78
miconazole,vaginal yeast infection,1,1
liraglutide,"diabetes, type 1",10,14
etanercept,psoriatic arthritis,10,18
tioconazole,vaginal yeast infection,8,3
apri,birth control,5,1
levonorgestrel,emergency contraception,10,0
norethindrone,birth control,2,1
varenicline,smoking cessation,10,20
isotretinoin,acne,9,10
venlafaxine,depression,4,6
meloxicam,nan,9,55
alprazolam,panic disorde,10,55
fluoxetine,depression,6,14
insulin degludec,"diabetes, type 1",1,34
brexpiprazole,major depressive disorde,2,21
diazepam,muscle spasm,2,10
desvenlafaxine,depression,5,14
dimenhydrinate,motion sickness,10,8
esomeprazole,gerd,10,52
alprazolam,panic disorde,10,123
amitriptyline,migraine prevention,10,79
lisinopril,diabetic kidney disease,7,21
teriparatide,hypoparathyroidism,10,21
venlafaxine,bipolar disorde,10,58
methylphenidate,adhd,7,17
metronidazole,dental abscess,10,17
miconazole,vaginal yeast infection,1,8
isotretinoin,acne,9,9
ciprofloxacin,bladder infection,1,19
niacin,high cholesterol,1,3
linaclotide,"constipation, chronic",10,87
miconazole,vaginal yeast infection,10,2
gabapentin,pain,3,57
coal tar,psoriasis,10,7
levothyroxine,underactive thyroid,2,31
clonazepam,restless legs syndrome,10,51
metronidazole,bacterial vaginitis,1,6
varenicline,smoking cessation,10,7
psyllium,irritable bowel syndrome,10,31
misoprostol,abortion,3,7
citalopram,depression,9,21
paroxetine,hot flashes,5,39
metoclopramide,nausea/vomiting,10,28
fluoxetine,anxiety and stress,10,38
celecoxib,pain,10,66
vilazodone,major depressive disorde,3,17
imipramine,depression,4,3
nitrofurantoin,urinary tract infection,1,16
minocycline,acne,8,17
levonorgestrel,birth control,9,1
lamotrigine,bipolar disorde,5,6
ondansetron,nausea/vomiting,8,2
levonorgestrel,emergency contraception,10,17
fluorouracil,basal cell carcinoma,7,22
diazepam,muscle spasm,10,25
tramadol,back pain,3,24
chlordiazepoxide,alcohol withdrawal,10,68
liraglutide,weight loss,8,10
clonazepam,panic disorde,10,36
amlodipine,high blood pressure,3,71
quetiapine,insomnia,10,114
duloxetine,anxiety,10,72
valacyclovir,cold sores,10,48
amitriptyline,anxiety and stress,10,20
paroxetine,anxiety,6,15
varenicline,smoking cessation,7,7
methylphenidate,adhd,9,23
oseltamivir,influenza,7,4
clomiphene,ovulation induction,9,101
sertraline,depression,8,16
venlafaxine,bipolar disorde,10,34
amitriptyline,insomnia,2,48
paroxetine,depression,10,53
lubiprostone,"constipation, chronic",7,0
citalopram,anxiety and stress,1,8
gabapentin,pain,7,75
ondansetron,nausea/vomiting,10,27
daclatasvir,hepatitis c,10,12
venlafaxine,anxiety,10,101
risperidone,schizophrenia,1,16
methylprednisolone,rheumatoid arthritis,9,78
lurasidone,bipolar disorde,5,101
ziprasidone,schizoaffective disorde,9,30
sertraline,depression,10,60
promethazine,motion sickness,9,0
apremilast,plaque psoriasis,9,134
infliximab,psoriatic arthritis,9,29
azathioprine,ulcerative colitis,5,37
bisacodyl,constipation,10,35
brexpiprazole,major depressive disorde,9,41
gabapentin,bipolar disorde,10,103
diazepam,anxiety,10,77
diazepam,anxiety,10,5
methylphenidate,adhd,3,26
etanercept,rheumatoid arthritis,10,87
alprazolam,panic disorde,10,67
diclofenac,osteoarthritis,10,12
quetiapine,obsessive compulsive disorde,10,7
lorazepam,anxiety,9,39
paroxetine,hot flashes,9,55
cetirizine,allergic rhinitis,9,1
ciprofloxacin,urinary tract infection,1,16
gabapentin,neuropathic pain,8,3
citalopram,anxiety and stress,10,121
metoclopramide,migraine,1,11
topiramate,obesity,10,62
alprazolam,anxiety,10,29
sumatriptan,migraine,2,7
sodium hyaluronate,osteoarthritis,9,44
senna,constipation,2,6
sildenafil,erectile dysfunction,10,29
leflunomide,rheumatoid arthritis,10,176
tranexamic acid,menstrual disorders,10,41
tioconazole,vaginal yeast infection,1,4
levonorgestrel,birth control,10,8
clonazepam,panic disorde,10,15
norethindrone,birth control,9,6
sertraline,social anxiety disorde,10,46
ketorolac,pain,10,38
nitrofurantoin,urinary tract infection,1,16
cyclobenzaprine,muscle spasm,9,2
sertraline,anxiety and stress,8,25
methylphenidate,depression,10,115
duloxetine,ibromyalgia,1,44
duloxetine,depression,2,34
meloxicam,tendonitis,1,23
miconazole,vaginal yeast infection,1,16
beclomethasone,"asthma, maintenance",6,11
desvenlafaxine,depression,3,2
ticagrelor,acute coronary syndrome,4,24
duloxetine,pain,9,30
brimonidine,rosacea,10,4
dapagliflozin,"diabetes, type 2",3,15
duloxetine,anxiety,9,167
tacrolimus,atopic dermatitis,10,85
mirtazapine,depression,3,25
methylprednisolone,inflammatory conditions,1,18
escitalopram,anxiety,7,12
dapsone,acne,10,42
levonorgestrel,birth control,9,42
oxymorphone,pain,9,17
sildenafil,erectile dysfunction,10,93
metronidazole,bacterial infection,7,20
varenicline,smoking cessation,10,27
levonorgestrel,emergency contraception,1,3
zonisamide,seizures,8,31
metronidazole,bacterial vaginitis,10,28
miconazole,vaginal yeast infection,1,0
meloxicam,inflammatory conditions,7,5
isotretinoin,acne,1,18
valsartan,high blood pressure,1,12
sodium hyaluronate,osteoarthritis,10,25
mirtazapine,insomnia,5,43
levonorgestrel,birth control,8,8
fexofenadine,allergic rhinitis,1,8
eszopiclone,insomnia,10,77
sumatriptan,migraine,10,3
atomoxetine,adhd,1,3
lorazepam,anxiety,1,31
montelukast,allergic rhinitis,5,62
sertraline,social anxiety disorde,1,2
hydrochlorothiazide,high blood pressure,1,81
ondansetron,nausea/vomiting,10,29
diltiazem,atrial flutte,5,2
metronidazole,trichomoniasis,8,9
duloxetine,depression,10,40
duloxetine,peripheral neuropathy,1,4
quetiapine,bipolar disorde,3,20
medroxyprogesterone,abnormal uterine bleeding,1,11
metformin,polycystic ovary syndrome,8,48
diclofenac,period pain,9,13
oseltamivir,influenza prophylaxis,6,7
orlistat,obesity,9,22
suvorexant,insomnia,7,14
miconazole,vaginal yeast infection,10,10
mirtazapine,depression,10,12
estradiol,atrophic vaginitis,9,3
quetiapine,depression,7,18
doxycycline,acne,9,19
amitriptyline,migraine prevention,6,52
alprazolam,anxiety,10,48
lifitegrast,dry eye disease,6,12
methylphenidate,atigue,8,7
atomoxetine,adhd,9,36
copper,birth control,7,31
famciclovir,"herpes simplex, mucocutaneous/immunocompetent host",8,8
trimethoprim,bladder infection,1,9
pantoprazole,stomach ulce,10,87
valsartan,high blood pressure,1,18
lorazepam,anxiety,9,99
oxymetazoline,nasal congestion,10,27
modafinil,narcolepsy,9,65
quetiapine,insomnia,8,41
dimenhydrinate,nausea/vomiting,10,36
levothyroxine,hashimoto's disease,10,29
propofol,anesthesia,10,11
alprazolam,anxiety,10,6
paroxetine,anxiety,9,66
gabapentin,hot flashes,10,19
olanzapine,bipolar disorde,2,4
propranolol,migraine prevention,10,34
clindamycin,sinusitis,1,17
alprazolam,anxiety,10,102
lubiprostone,"constipation, chronic",1,10
levonorgestrel,emergency contraception,10,5
quetiapine,generalized anxiety disorde,7,119
infliximab,"crohn's disease, maintenance",10,38
sitagliptin,"diabetes, type 2",10,56
fosfomycin,bladder infection,10,34
doxycycline,chlamydia infection,5,9
tiotropium,"copd, maintenance",8,69
liraglutide,obesity,10,5
atomoxetine,adhd,2,6
tramadol,pain,2,8
topiramate,migraine prevention,3,11
hydroxyzine,anxiety,1,23
propranolol,migraine prevention,10,22
levonorgestrel,birth control,9,84
promethazine,sedation,9,29
paroxetine,anxiety and stress,10,121
mefloquine,malaria prevention,1,2
temazepam,insomnia,9,46
sumatriptan,cluster headaches,9,17
norethindrone,birth control,2,12
medroxyprogesterone,abnormal uterine bleeding,1,11
tadalafil,erectile dysfunction,9,3
levetiracetam,seizures,8,9
bisacodyl,constipation,7,8
clonazepam,insomnia,9,10
doxepin,insomnia,10,53
dulaglutide,"diabetes, type 2",5,20
terbutaline,premature lab,7,16
bupropion,panic disorde,7,36
sitagliptin,"diabetes, type 2",10,3
mirtazapine,depression,9,9
hylan g-f 20,osteoarthritis,9,58
diazepam,light sedation,10,31
levonorgestrel,birth control,1,6
vilazodone,depression,10,24
oxcarbazepine,trigeminal neuralgia,10,35
terbinafine,"onychomycosis, toenail",3,22
clonidine,opiate withdrawal,8,37
methylphenidate,adhd,10,41
baclofen,dystonia,8,7
bisacodyl,constipation,2,5
liraglutide,obesity,10,32
quetiapine,insomnia,6,71
doxycycline,acne,5,9
ketoconazole,not listed / othe,1,9
olanzapine,major depressive disorde,9,9
modafinil,narcolepsy,1,18
tramadol,restless legs syndrome,8,16
amitriptyline,migraine prevention,9,9
terbutaline,"asthma, acute",8,6
gabapentin,ibromyalgia,1,29
nortriptyline,depression,10,24
propranolol,mance anxiety,9,3
alprazolam,panic disorde,10,100
levonorgestrel,abnormal uterine bleeding,1,0
bupropion,"sexual dysfunction, ssri induced",6,73
alprazolam,anxiety,10,11
clonazepam,insomnia,1,18
levonorgestrel,birth control,8,3
mirtazapine,insomnia,9,56
minocycline,acne,8,47
nebivolol,high blood pressure,8,34
levocetirizine,allergic rhinitis,3,20
diazepam,muscle spasm,8,31
nalbuphine,pain,10,4
lithium,bipolar disorde,1,7
levonorgestrel,emergency contraception,10,47
ketorolac,pain,7,2
chlordiazepoxide,alcohol withdrawal,10,55
primidone,benign essential trem,10,7
levonorgestrel,emergency contraception,10,21
tioconazole,vaginal yeast infection,1,2
oseltamivir,influenza,3,6
sertraline,depression,10,54
clindamycin,bacterial infection,2,28
citalopram,anxiety and stress,9,77
lithium,cluster headaches,10,29
venlafaxine,panic disorde,9,41
oxcarbazepine,trigeminal neuralgia,10,88
clarithromycin,bronchitis,2,20
sodium hyaluronate,not listed / othe,10,0
minoxidil,alopecia,1,13
tramadol,pain,1,9
lamotrigine,bipolar disorde,10,76
fluconazole,vaginal yeast infection,8,86
escitalopram,anxiety,9,31
levonorgestrel,abnormal uterine bleeding,1,4
ziprasidone,bipolar disorde,10,30
medroxyprogesterone,birth control,10,13
levonorgestrel,birth control,9,1
methylphenidate,adhd,10,3
adalimumab,"crohn's disease, maintenance",7,19
isotretinoin,acne,10,13
mometasone,eczema,10,43
miconazole,vaginal yeast infection,1,4
tramadol,back pain,9,33
infliximab,ulcerative colitis,10,67
levonorgestrel,birth control,8,6
lactulose,"constipation, acute",9,19
olopatadine,seasonal allergic conjunctivitis,6,1
doxycycline,acne,9,15
sertraline,obsessive compulsive disorde,7,19
duloxetine,ibromyalgia,5,45
bupropion,depression,10,110
armodafinil,shift work sleep disorde,4,9
lorazepam,not listed / othe,10,9
tizanidine,muscle spasm,6,8
xylometazoline,nasal congestion,10,24
varenicline,smoking cessation,10,51
sildenafil,erectile dysfunction,10,45
lisinopril,high blood pressure,8,37
cyclobenzaprine,muscle spasm,10,28
dexlansoprazole,erosive esophagitis,9,23
lansoprazole,gerd,10,52
isotretinoin,acne,10,29
evening primrose oil,hot flashes,10,6
citalopram,depression,10,33
lithium,depression,9,121
diclofenac,sciatica,9,105
pregabalin,ibromyalgia,1,24
levonorgestrel,emergency contraception,10,51
pentosan polysulfate sodium,interstitial cystitis,9,21
citalopram,anxiety and stress,1,12
levonorgestrel,birth control,1,6
oxcarbazepine,bipolar disorde,10,8
clarithromycin,strep throat,1,16
lorazepam,anxiety,7,13
losartan,high blood pressure,10,102
topiramate,migraine prevention,5,13
pregabalin,neuropathic pain,1,29
eflornithine,hirsutism,9,34
nystatin,oral thrush,10,18
sertraline,dissociative identity disorde,10,37
tramadol,back pain,7,20
nitrofurantoin,urinary tract infection,4,13
