group,indication,score,contraindications_description,generic_name,contraindication_result
contradicted drug,ergotamine,0.9626891,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted drug,orergot - type,0.98879683,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted drug,medication,0.9170768,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted drug,mao - a inhibitor,0.9980984,"rizatriptan benzoate is contraindicated in patients with: ischemiccoronary artery disease(angina pectoris, history ofmyocardial infarction, or documented silent ischemia), or other significant underlyingcardiovascular disease coronary artery vasospasm including prinzmetal'sangina history ofstrokeortransient ischemic attack(tia) peripheral vascular disease(pvd) ischemic bowel disease uncontrolled hypertension recent use (i.e., within 24 hours) of another 5-ht1agonist, ergotamine-containing medication, orergot-type medication (such as dihydroergotamine or methysergide) hemiplegicorbasilarmigraine concurrent administration or recent discontinuation (i.e., within 2 weeks) of a mao-a inhibitor hypersensitivity to rizatriptan benzoate (angioedema andanaphylaxisseen)",rizatriptan benzoate,ischemiccoronary artery disease
contradicted disease,infections,0.78082424,"hypersensitivity to murine proteins. patients with active, severe infections. severely immunocompromised state. concomitant use with live viral vaccines. lactation.",rituximab,concomitant use with live viral vaccines. lactation
contradicted drug,ingredient,0.68293345,"it is contraindicated in patients with known hypersensitivity to the active ingredient or any of the excipients of this component. 2-agonists are contra-indicated in cardiac disease and in patients with significant risk factors for myocardial ischaemia; they should also be avoided in antepartum haemorrhage, intra-uterine infection, intra-uterine fetal death, placenta praevia,abruptio placenta, threatened miscarriage, cord compression, and eclampsia or severe preeclampsia.",ritodrine hydrochloride,patients with known hypersensitivity to the active ingredient
contradicted drug,2 - agonist,0.9651426,"it is contraindicated in patients with known hypersensitivity to the active ingredient or any of the excipients of this component. 2-agonists are contra-indicated in cardiac disease and in patients with significant risk factors for myocardial ischaemia; they should also be avoided in antepartum haemorrhage, intra-uterine infection, intra-uterine fetal death, placenta praevia,abruptio placenta, threatened miscarriage, cord compression, and eclampsia or severe preeclampsia.",ritodrine hydrochloride,patients with known hypersensitivity to the active ingredient
contradicted drug,pali,0.99976856,"known hypersensitivity to risperidone, paliperidone, or to any excipients in risperidone",risperidone (injection),known hypersensitivity
contradicted drug,risperidone,0.9381659,"known hypersensitivity to risperidone, paliperidone, or to any excipients in risperidone",risperidone (injection),known hypersensitivity
contradicted drug,risedronate,0.9662695,"risedronate sodium tablet is contraindicated in patients with known hypersensitivity to risedronate sodium and in patients with hypocalcaemia, severe renalimpairment (creatinine clearance lower than 30 ml/min), during pregnancy and lactation.",risedronate sodium,patients with known hypersensitivity to risedronate sodium
contradicted drug,sodium tablet,0.75598526,"risedronate sodium tablet is contraindicated in patients with known hypersensitivity to risedronate sodium and in patients with hypocalcaemia, severe renalimpairment (creatinine clearance lower than 30 ml/min), during pregnancy and lactation.",risedronate sodium,patients with known hypersensitivity to risedronate sodium
contradicted drug,rise,0.99863976,"risedronate sodium tablet is contraindicated in patients with known hypersensitivity to risedronate sodium and in patients with hypocalcaemia, severe renalimpairment (creatinine clearance lower than 30 ml/min), during pregnancy and lactation.",risedronate sodium,patients with known hypersensitivity to risedronate sodium
contradicted drug,sodium,0.9908894,"risedronate sodium tablet is contraindicated in patients with known hypersensitivity to risedronate sodium and in patients with hypocalcaemia, severe renalimpairment (creatinine clearance lower than 30 ml/min), during pregnancy and lactation.",risedronate sodium,patients with known hypersensitivity to risedronate sodium
contradicted disease,simplex keratitis,0.91297543,"rimexolone 1% (rimexolone ophthalmic suspension) is contraindicated in epithelial herpes simplex keratitis (dendritic keratitis), vaccinia,varicella, and most other viral diseases of the cornea and conjunctiva; mycobacterial infection of the eye;fungaldiseases of the eye; acute purulent untreated infections which, like other diseases caused by microorganisms, may be masked or enhanced by the presence of thesteroid; and in those persons with hypersensitivity to any component of the formulation.",rimexolone,epithelial herpes simplex keratitis
