group,indication,Score,side_effects,generic_name
medication,vitamin e,0.99724996,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,pain,0.99993455,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,fatigue,0.9998857,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
disease_disorder,bacterial infection,0.8496597,"   carotene  is comparatively safe even at high and prolonged exposure. individuals who routinely ingest large amounts of carotenoids can develop hypercarotenosis, which is characterised by a yellowish colouration of the skin and a very high concentration of carotenoids in the plasma. this benign condition, although resembling jaundice, gradually disappears upon correcting the excessive intake of carotenoids.   vitamin c  is generally a safe drug for human use in normal doses. larger doses may lead to gastrointestinal tract upset and renal stone formation.   vitamin e  is considered safe even in large doses. doses over 800 mg may cause diarrhoea, abdominal pain or cramps, fatigue and reduced resistance to bacterial infection and transiently raised blood pressure. ",betacarotene + vitamin c + vitamin e
sign_symptom,adverse,0.9993585," the most frequently reported ocular adverse event was conjunctival redness, reported in approximately 2% of patients. other adverse events reported in patients receiving besifloxacin occurring in approximately 1-2% of patients included: blurred vision, eye pain, eye irritation, eye pruritus and headache. ",besifloxacin
sign_symptom,adverse events,0.99659365," the most frequently reported ocular adverse event was conjunctival redness, reported in approximately 2% of patients. other adverse events reported in patients receiving besifloxacin occurring in approximately 1-2% of patients included: blurred vision, eye pain, eye irritation, eye pruritus and headache. ",besifloxacin
sign_symptom,blurred vision,0.9481981," the most frequently reported ocular adverse event was conjunctival redness, reported in approximately 2% of patients. other adverse events reported in patients receiving besifloxacin occurring in approximately 1-2% of patients included: blurred vision, eye pain, eye irritation, eye pruritus and headache. ",besifloxacin
sign_symptom,interstitial nephritis,0.9401227," nausea, vomiting, stomatitis, black or hairy tongue, rash, fever, serum-like sickness, convulsions, interstitial nephritis, haemolytic anaemia, granulocytopenia, agranulocytosis, leucopenia, thrombocytopenia ",benzyl penicillin
sign_symptom,gran,0.8157364," nausea, vomiting, stomatitis, black or hairy tongue, rash, fever, serum-like sickness, convulsions, interstitial nephritis, haemolytic anaemia, granulocytopenia, agranulocytosis, leucopenia, thrombocytopenia ",benzyl penicillin
disease_disorder,agranulocy,0.9862421," nausea, vomiting, stomatitis, black or hairy tongue, rash, fever, serum-like sickness, convulsions, interstitial nephritis, haemolytic anaemia, granulocytopenia, agranulocytosis, leucopenia, thrombocytopenia ",benzyl penicillin
sign_symptom,drying effects,0.8845433," irritant to eyes and mucous membranes, allergic dermatitis reactions, drying effects in the elderly. ",benzyl benzoate
sign_symptom,allergic reactions,0.9999004," generally well tolerated. however, a few allergic reactions may be seen. irritation, itching, redness, tingling, or numbness at the application site may occur. however, seek immediate medical attention if you notice any symptoms of a serious allergic reaction, including: rash, itching/swelling (especially of the face/tongue/throat), severe dizziness, trouble breathing. ",benzyl alcohol
sign_symptom,numbness,0.99175334," generally well tolerated. however, a few allergic reactions may be seen. irritation, itching, redness, tingling, or numbness at the application site may occur. however, seek immediate medical attention if you notice any symptoms of a serious allergic reaction, including: rash, itching/swelling (especially of the face/tongue/throat), severe dizziness, trouble breathing. ",benzyl alcohol
sign_symptom,swelling,0.998818," generally well tolerated. however, a few allergic reactions may be seen. irritation, itching, redness, tingling, or numbness at the application site may occur. however, seek immediate medical attention if you notice any symptoms of a serious allergic reaction, including: rash, itching/swelling (especially of the face/tongue/throat), severe dizziness, trouble breathing. ",benzyl alcohol
medication,benzydamine,0.99954957," benzydamine hydrochloride mouthwash can cause side effects, although not everybody gets them. side effects are generally minor.  
 
 severe allergic reaction which may include a red and lumpy skin rash, difficulty breathing, swelling of face, mouth, lips or eyelids, unexplained high temperature (fever) and feeling faint. if the swelling affects throat and makes breathing difficult and swallowing difficult, patients should be hospitalized 
 itchy rash, sometimes with pale, raised areas of skin with red edges (urticaria). 
 a feeling of numbness in mouth. 
 a stinging feeling in mouth- the mouthwash may be diluted with water if you experience stinging. this should help to reduce the stinging effect. 
  ",benzydamine hydrochloride
medication,hydrochloride,0.7520472," benzydamine hydrochloride mouthwash can cause side effects, although not everybody gets them. side effects are generally minor.  
 
 severe allergic reaction which may include a red and lumpy skin rash, difficulty breathing, swelling of face, mouth, lips or eyelids, unexplained high temperature (fever) and feeling faint. if the swelling affects throat and makes breathing difficult and swallowing difficult, patients should be hospitalized 
 itchy rash, sometimes with pale, raised areas of skin with red edges (urticaria). 
 a feeling of numbness in mouth. 
 a stinging feeling in mouth- the mouthwash may be diluted with water if you experience stinging. this should help to reduce the stinging effect. 
  ",benzydamine hydrochloride
sign_symptom,allergic reaction,0.99902856," benzydamine hydrochloride mouthwash can cause side effects, although not everybody gets them. side effects are generally minor.  
 
 severe allergic reaction which may include a red and lumpy skin rash, difficulty breathing, swelling of face, mouth, lips or eyelids, unexplained high temperature (fever) and feeling faint. if the swelling affects throat and makes breathing difficult and swallowing difficult, patients should be hospitalized 
 itchy rash, sometimes with pale, raised areas of skin with red edges (urticaria). 
 a feeling of numbness in mouth. 
 a stinging feeling in mouth- the mouthwash may be diluted with water if you experience stinging. this should help to reduce the stinging effect. 
  ",benzydamine hydrochloride
