group,indication,Score,drug_class,generic_name
detailed_description,macrolides,0.542316,macrolides,fusidic acid (ophthalmic)
detailed_description,macrolides,0.542316,macrolides,linezolid
detailed_description,macrolides,0.542316,macrolides,roxithromycin
detailed_description,macrolides,0.542316,macrolides,spiramycin
detailed_description,macrolides,0.542316,macrolides,spectinomycin
medication,beta,0.9997888,betamethasone & combined preparations,betamethasone + calcipotriol
medication,beta,0.9997888,betamethasone & combined preparations,betamethasone + clotrimazole
medication,beta,0.9997888,betamethasone & combined preparations,betamethasone + clotrimazole + gentamicin
medication,beta,0.9997888,betamethasone & combined preparations,fucidic acid + betamethasone
diagnostic_procedure,combined,0.883731,betamethasone & combined preparations,betamethasone + calcipotriol
diagnostic_procedure,combined,0.883731,betamethasone & combined preparations,betamethasone + clotrimazole
diagnostic_procedure,combined,0.883731,betamethasone & combined preparations,betamethasone + clotrimazole + gentamicin
diagnostic_procedure,combined,0.883731,betamethasone & combined preparations,fucidic acid + betamethasone
therapeutic_procedure,preparations,0.8620146,betamethasone & combined preparations,betamethasone + calcipotriol
therapeutic_procedure,preparations,0.8620146,betamethasone & combined preparations,betamethasone + clotrimazole
therapeutic_procedure,preparations,0.8620146,betamethasone & combined preparations,betamethasone + clotrimazole + gentamicin
therapeutic_procedure,preparations,0.8620146,betamethasone & combined preparations,fucidic acid + betamethasone
medication,drugs,0.8820142,drugs used in meniere's diseases,betahistine mesylate
medication,drugs,0.8820142,drugs used in meniere's diseases,betahistine dihydrochloride
disease_disorder,meniere ' s diseases,0.9994024,drugs used in meniere's diseases,betahistine mesylate
disease_disorder,meniere ' s diseases,0.9994024,drugs used in meniere's diseases,betahistine dihydrochloride
diagnostic_procedure,anti - oxidant multivitamin preparations,0.87481475,anti-oxidant multivitamin preparations,betacarotene + vitamin c + vitamin e
diagnostic_procedure,anti - oxidant multivitamin preparations,0.87481475,anti-oxidant multivitamin preparations,vitamin c + vitamin e
medication,benzylpenicillin,0.95279694,benzylpenicillin & phenoxymethyl penicillin,benzyl penicillin
medication,benzylpenicillin,0.95279694,benzylpenicillin & phenoxymethyl penicillin,phenoxymethyl penicillin [penicillin v]
medication,benzylpenicillin,0.95279694,benzylpenicillin & phenoxymethyl penicillin,procaine penicillin + benzyl penicillin
therapeutic_procedure,parasiticidal preparations,0.7772847,parasiticidal preparations,benzyl benzoate
therapeutic_procedure,parasiticidal preparations,0.7772847,parasiticidal preparations,crotamiton
therapeutic_procedure,parasiticidal preparations,0.7772847,parasiticidal preparations,monosulfiram
therapeutic_procedure,parasiticidal preparations,0.7772847,parasiticidal preparations,permethrin + crotamiton
therapeutic_procedure,parasiticidal preparations,0.7772847,parasiticidal preparations,permethrin
therapeutic_procedure,scalp preparations,0.99029124,other scalp preparations,benzyl alcohol
therapeutic_procedure,scalp preparations,0.99029124,other scalp preparations,minoxidil
therapeutic_procedure,scalp preparations,0.99029124,other scalp preparations,precipitated sulpher + salicylic acid
administration,topical,0.99729437,topical anti-inflammatory preparations,benzydamine hydrochloride
administration,topical,0.99729437,topical anti-inflammatory preparations,betamethasone dipropionate + salicylic acid
administration,topical,0.99729437,topical anti-inflammatory preparations,crisaborole
administration,topical,0.99729437,topical anti-inflammatory preparations,methyl salicylate + menthol + camphor
therapeutic_procedure,anti - inflammatory preparations,0.7815658,topical anti-inflammatory preparations,benzydamine hydrochloride
therapeutic_procedure,anti - inflammatory preparations,0.7815658,topical anti-inflammatory preparations,betamethasone dipropionate + salicylic acid
therapeutic_procedure,anti - inflammatory preparations,0.7815658,topical anti-inflammatory preparations,crisaborole
therapeutic_procedure,anti - inflammatory preparations,0.7815658,topical anti-inflammatory preparations,methyl salicylate + menthol + camphor
administration,topical,0.99251634,topical local anesthetics,benzocaine + camphor + methanol + phenol
administration,topical,0.99251634,topical local anesthetics,benzocaine + butamben + tetracaine hydrochloride
detailed_description,local,0.7746806,topical local anesthetics,benzocaine + camphor + methanol + phenol
detailed_description,local,0.7746806,topical local anesthetics,benzocaine + butamben + tetracaine hydrochloride
medication,anesthetics,0.99539125,topical local anesthetics,benzocaine + camphor + methanol + phenol
medication,anesthetics,0.99539125,topical local anesthetics,benzocaine + butamben + tetracaine hydrochloride
diagnostic_procedure,vitamin - e preparations,0.8167023,vitamin-e preparations,vitamin e [alpha tocopherol acetate]
detailed_description,local,0.99993443,local & surface anesthesia,benzocaine
detailed_description,local,0.99993443,local & surface anesthesia,articaine hydrochloride + epinephrine
detailed_description,local,0.99993443,local & surface anesthesia,cinchocaine hydrochloride
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine hydrochloride (spray)
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine hydrochloride (jelly)
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine hydrochloride (injection)
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine + prilocaine
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine + epinephrine
detailed_description,local,0.99993443,local & surface anesthesia,lidocaine + adrenaline
detailed_description,surface,0.99966,local & surface anesthesia,benzocaine
detailed_description,surface,0.99966,local & surface anesthesia,articaine hydrochloride + epinephrine
detailed_description,surface,0.99966,local & surface anesthesia,cinchocaine hydrochloride
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine hydrochloride (spray)
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine hydrochloride (jelly)
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine hydrochloride (injection)
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine + prilocaine
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine + epinephrine
detailed_description,surface,0.99966,local & surface anesthesia,lidocaine + adrenaline
detailed_description,long acting,0.7837654,long acting penicillin,benzathine penicillin
detailed_description,combination,0.9994991,combination insulin,biphasic insulin aspart [rdna]
detailed_description,combination,0.9994991,combination insulin,insulin lispro protamine + insulin lispro
detailed_description,combination,0.9994991,combination insulin,insulin degludec + insulin aspart premixed
medication,insulin,0.9955772,combination insulin,biphasic insulin aspart [rdna]
medication,insulin,0.9955772,combination insulin,insulin lispro protamine + insulin lispro
medication,insulin,0.9955772,combination insulin,insulin degludec + insulin aspart premixed
medication,drugs,0.9700558,drugs for miotics and glaucoma,bimatoprost
medication,drugs,0.9700558,drugs for miotics and glaucoma,betaxolol hydrochloride
medication,drugs,0.9700558,drugs for miotics and glaucoma,brinzolamide + brimonidine tartrate
medication,drugs,0.9700558,drugs for miotics and glaucoma,brinzolamide + timolol
medication,drugs,0.9700558,drugs for miotics and glaucoma,brinzolamide
medication,drugs,0.9700558,drugs for miotics and glaucoma,brimonidine tartrate + timolol maleate
medication,drugs,0.9700558,drugs for miotics and glaucoma,brimonidine tartrate
medication,drugs,0.9700558,drugs for miotics and glaucoma,dorzolamide + timolol
medication,drugs,0.9700558,drugs for miotics and glaucoma,levobunolol
medication,drugs,0.9700558,drugs for miotics and glaucoma,latanoprost + timolol
medication,drugs,0.9700558,drugs for miotics and glaucoma,latanoprost
medication,drugs,0.9700558,drugs for miotics and glaucoma,netarsudil dimesylate
medication,drugs,0.9700558,drugs for miotics and glaucoma,netarsudil + latanoprost
medication,drugs,0.9700558,drugs for miotics and glaucoma,tafluprost
medication,drugs,0.9700558,drugs for miotics and glaucoma,timolol maleate
medication,drugs,0.9700558,drugs for miotics and glaucoma,travoprost + timolol maleate
medication,drugs,0.9700558,drugs for miotics and glaucoma,travoprost
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,bimatoprost
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,betaxolol hydrochloride
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,brinzolamide + brimonidine tartrate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,brinzolamide + timolol
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,brinzolamide
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,brimonidine tartrate + timolol maleate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,brimonidine tartrate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,dorzolamide + timolol
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,levobunolol
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,latanoprost + timolol
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,latanoprost
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,netarsudil dimesylate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,netarsudil + latanoprost
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,tafluprost
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,timolol maleate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,travoprost + timolol maleate
disease_disorder,miotics,0.65290666,drugs for miotics and glaucoma,travoprost
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,bimatoprost
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,betaxolol hydrochloride
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,brinzolamide + brimonidine tartrate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,brinzolamide + timolol
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,brinzolamide
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,brimonidine tartrate + timolol maleate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,brimonidine tartrate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,dorzolamide + timolol
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,levobunolol
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,latanoprost + timolol
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,latanoprost
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,netarsudil dimesylate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,netarsudil + latanoprost
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,tafluprost
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,timolol maleate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,travoprost + timolol maleate
disease_disorder,glaucoma,0.9604821,drugs for miotics and glaucoma,travoprost
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,bilastine
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,desloratadine
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,ebastine
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,fexofenadine hydrochloride
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,levocetirizine dihydrochloride
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,loratadine
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,mizolastine
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,rupatadine fumarate
medication,sedating antihistamines,0.9196014,non-sedating antihistamines,terfenadine
medication,chemotherapy,0.9994419,hormonal chemotherapy,bicalutamide
medication,chemotherapy,0.9994419,hormonal chemotherapy,anastrozole
medication,chemotherapy,0.9994419,hormonal chemotherapy,flutamide
medication,chemotherapy,0.9994419,hormonal chemotherapy,letrozole
medication,chemotherapy,0.9994419,hormonal chemotherapy,tamoxifen citrate
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,betrixaban
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,bivalirudin
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,aspirin + dipyridamole
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,aspirin
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,clopidogrel bisulphate
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,clopidogrel + aspirin
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,dipyridamole
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,eptifibatide
medication,anti - platelet drugs,0.9866575,anti-platelet drugs,prasugrel hydrochloride
