generic_name,cases,head,singular_case,main_generic_name
omeprazole,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease,omeprazole
omeprazole,gerd,gastroenteritis,gerd,omeprazole
omeprazole,helicobacter pylori infection,infection,helicobacter pylori infection,omeprazole
omeprazole,indigestion,gastroenteritis,indigestion,omeprazole
omeprazole,multiple endocrine adenomas,multiple endocrine adenomas,multiple endocrine adenomas,omeprazole
omeprazole,stomach ulcer,ulcer,stomach ulcer,omeprazole
omeprazole,zollinger-ellison syndrome,zollinger-ellison syndrome,zollinger-ellison syndrome,omeprazole
ondansetron,alcohol dependence,alcohol,alcohol dependence,ondansetron
ondansetron,gastroenteritis,gastroenteritis,gastroenteritis,ondansetron
ondansetron,nausea/vomiting,nausea,nausea/vomiting,ondansetron
ondansetron,"nausea/vomiting, chemotherapy induced",nausea,"nausea/vomiting, chemotherapy induced",ondansetron
ondansetron,"nausea/vomiting, postoperative",nausea,"nausea/vomiting, postoperative",ondansetron
ondansetron,"nausea/vomiting, radiation induced",nausea,"nausea/vomiting, radiation induced",ondansetron
orlistat,nonalcoholic fatty liver disease,alcohol,nonalcoholic fatty liver disease,orlistat
orlistat,obesity,obesity,obesity,orlistat
oseltamivir,avian influenza,influenza,avian influenza,oseltamivir
oseltamivir,influenza,influenza,influenza,oseltamivir
oseltamivir,influenza prophylaxis,influenza,influenza prophylaxis,oseltamivir
oseltamivir,swine flu,swine flu,swine flu,oseltamivir
ospemifene,dyspareunia,dyspareunia,dyspareunia,ospemifene
oxaliplatin,adenocarcinoma of pancreas,lymphoma,adenocarcinoma of pancreas,oxaliplatin
oxaliplatin,colorectal cancer,lymphoma,colorectal cancer,oxaliplatin
oxaprozin,gout,arthritis,gout,oxaprozin
oxaprozin,osteoarthritis,arthritis,osteoarthritis,oxaprozin
oxaprozin,rheumatoid arthritis,arthritis,rheumatoid arthritis,oxaprozin
oxazepam,alcohol withdrawal,alcohol,alcohol withdrawal,oxazepam
oxazepam,anxiety,anxiety,anxiety,oxazepam
oxazepam,insomnia,anxiety,insomnia,oxazepam
oxcarbazepine,anxiety,anxiety,anxiety,oxcarbazepine
oxcarbazepine,bipolar disorder,bipolar disorder,bipolar disorder,oxcarbazepine
oxcarbazepine,borderline personality disorder,mental,borderline personality disorder,oxcarbazepine
oxcarbazepine,cyclothymic disorder,cyclothymic disorder,cyclothymic disorder,oxcarbazepine
oxcarbazepine,neuropathic pain,neurosis,neuropathic pain,oxcarbazepine
oxcarbazepine,seizure,seizure,seizure,oxcarbazepine
oxcarbazepine,trigeminal neuralgia,nervous system,trigeminal neuralgia,oxcarbazepine
oxytocin,labor induction,labor induction,labor induction,oxytocin
paclitaxel,"breast cancer, metastatic",lymphoma,"breast cancer, metastatic",paclitaxel
paclitaxel,ovarian cancer,lymphoma,ovarian cancer,paclitaxel
palbociclib,"breast cancer, metastatic",lymphoma,"breast cancer, metastatic",palbociclib
paliperidone,autism,autism,autism,paliperidone
paliperidone,bipolar disorder,bipolar disorder,bipolar disorder,paliperidone
paliperidone,depression,anxiety,depression,paliperidone
paliperidone,infantile autism,autism,infantile autism,paliperidone
paliperidone,schizoaffective disorder,schizoaffective disorder,schizoaffective disorder,paliperidone
paliperidone,schizophrenia,schizophrenia,schizophrenia,paliperidone
palonosetron,"nausea/vomiting, postoperative",nausea,"nausea/vomiting, postoperative",palonosetron
pancreatin,chronic pancreatitis,chronic pancreatitis,chronic pancreatitis,pancreatin
pembrolizumab,colorectal cancer,lymphoma,colorectal cancer,pembrolizumab
pembrolizumab,head and neck cancer,lymphoma,head and neck cancer,pembrolizumab
pembrolizumab,melanoma,melanoma,melanoma,pembrolizumab
pembrolizumab,"melanoma, metastatic","melanoma, metastatic","melanoma, metastatic",pembrolizumab
pembrolizumab,non-small cell lung cancer,lymphoma,non-small cell lung cancer,pembrolizumab
pemetrexed,non-small cell lung cancer,lymphoma,non-small cell lung cancer,pemetrexed
pentosan polysulfate sodium,bladder infection,infection,bladder infection,pentosan polysulfate sodium
pentosan polysulfate sodium,interstitial cystitis,interstitial cystitis,interstitial cystitis,pentosan polysulfate sodium
pentoxifylline,intermittent claudication,intermittent claudication,intermittent claudication,pentoxifylline
perampanel,epilepsy,epilepsy,epilepsy,perampanel
perampanel,seizure,seizure,seizure,perampanel
permethrin,head lice,worms,head lice,permethrin
permethrin,scabies,scabies,scabies,permethrin
phenobarbital,hyperbilirubinemia,hyperbilirubinemia,hyperbilirubinemia,phenobarbital
phenobarbital,insomnia,anxiety,insomnia,phenobarbital
phenobarbital,sedation,sedation,sedation,phenobarbital
phenobarbital,seizure,seizure,seizure,phenobarbital
pimecrolimus,atopic dermatitis,skin,atopic dermatitis,pimecrolimus
pimecrolimus,eczema,skin,eczema,pimecrolimus
pimecrolimus,perioral dermatitis,skin,perioral dermatitis,pimecrolimus
pioglitazone,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",pioglitazone
pitavastatin calcium,hypercholesterolemia,cholesterol,hypercholesterolemia,pitavastatin calcium
potassium chloride,hypokalemia,kalemia,hypokalemia,potassium chloride
potassium chloride,prevention of hypokalemia,kalemia,prevention of hypokalemia,potassium chloride
povidone iodine,topical disinfection,infection,topical disinfection,povidone iodine
pramipexole,fibromyalgia,muscular,fibromyalgia,pramipexole
pramipexole,parkinson's disease,parkinsonism,parkinson's disease,pramipexole
pramipexole,periodic limb movement disorder,sleep,periodic limb movement disorder,pramipexole
pramipexole,restless legs syndrome,muscular,restless legs syndrome,pramipexole
prednisolone,"asthma, acute",asthma,"asthma, acute",prednisolone
prednisolone,atopic dermatitis,skin,atopic dermatitis,prednisolone
prednisolone,dermatitis,skin,dermatitis,prednisolone
prednisolone,immunosuppression,immunosuppression,immunosuppression,prednisolone
prednisolone,inflammatory conditions,inflammation,inflammatory conditions,prednisolone
prednisolone,nephrotic syndrome,nephrotic syndrome,nephrotic syndrome,prednisolone
prednisolone,postoperative ocular inflammation,inflammation,postoperative ocular inflammation,prednisolone
pregabalin,dercum's disease,dercum's disease,dercum's disease,pregabalin
pregabalin,diabetic peripheral neuropathy,neurosis,diabetic peripheral neuropathy,pregabalin
pregabalin,epilepsy,epilepsy,epilepsy,pregabalin
pregabalin,fibromyalgia,muscular,fibromyalgia,pregabalin
pregabalin,anxiety,anxiety,generalized anxiety disorder,pregabalin
pregabalin,fibromyalgia,muscular,fibromyalgia,pregabalin
pregabalin,migraine prevention,migraine,migraine prevention,pregabalin
pregabalin,neuralgia,nervous system,neuralgia,pregabalin
pregabalin,neuropathic pain,neurosis,neuropathic pain,pregabalin
pregabalin,pain,pain,pain,pregabalin
pregabalin,peripheral neuropathy,neurosis,peripheral neuropathy,pregabalin
pregabalin,postherpetic neuralgia,nervous system,postherpetic neuralgia,pregabalin
pregabalin,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,reflex sympathetic dystrophy syndrome,pregabalin
pregabalin,restless legs syndrome,muscular,restless legs syndrome,pregabalin
propofol,anesthesia,anesthesia,anesthesia,propofol
pyrimethamine,malaria prevention,malaria,malaria prevention,pyrimethamine
racepinephrine,"asthma, acute",asthma,"asthma, acute",racepinephrine
ramelteon,insomnia,anxiety,insomnia,ramelteon
ramipril,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction,ramipril
ramipril,diabetic kidney disease,diabetic,diabetic kidney disease,ramipril
ramipril,heart failure,heart diseases,heart failure,ramipril
ramipril,heart failure,heart diseases,heart failure,ramipril
ramipril,hypertension,hypertension,hypertension,ramipril
ramipril,hypertension,hypertension,hypertension,ramipril
ramipril,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident,ramipril
ranibizumab,macular degeneration,macular issue,macular degeneration,ranibizumab
ranibizumab,macular edema,edema,macular edema,ranibizumab
ranolazine,angina,heart diseases,angina,ranolazine
rasagiline,parkinson's disease,parkinsonism,parkinson's disease,rasagiline
regorafenib,gastrointestinal stromal tum,gastroenteritis,gastrointestinal stromal tum,regorafenib
repaglinide,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",repaglinide
retapamulin,acne,acne,acne,retapamulin
retapamulin,impetig,impetig,impetig,retapamulin
retapamulin,impetigo,impetigo,impetigo,retapamulin
ribavirin,hepatitis c,hepatitis,hepatitis c,ribavirin
riboflavin,headache,headache,headache,riboflavin
riboflavin,migraine prevention,migraine,migraine prevention,riboflavin
rifaximin,crohn's disease,crohn's disease,crohn's disease,rifaximin
rifaximin,diarrhoea,diarrhoea,diarrhoea,rifaximin
rifaximin,hepatic encephalopathy,hepatitis,hepatic encephalopathy,rifaximin
rifaximin,irritable bowel syndrome,bowel function,irritable bowel syndrome,rifaximin
rifaximin,traveler's diarrhoea,diarrhoea,traveler's diarrhoea,rifaximin
riluzole,amyotrophic lateral sclerosis,sclerosis,amyotrophic lateral sclerosis,riluzole
riluzole,obsessive compulsive disorder,mental,obsessive compulsive disorder,riluzole
rituximab,bullous pemphigoid,bullous pemphigoid,bullous pemphigoid,rituximab
rituximab,cal segmental glomerulosclerosis,sclerosis,cal segmental glomerulosclerosis,rituximab
rituximab,chronic lymphocytic leukemia,leukemia,chronic lymphocytic leukemia,rituximab
rituximab,microscopic polyangiitis,microscopic polyangiitis,microscopic polyangiitis,rituximab
rituximab,non-hodgkin's lymphoma,lymphoma,non-hodgkin's lymphoma,rituximab
rituximab,pemphigoid,pemphigoid,pemphigoid,rituximab
rituximab,pemphigus,pemphigus,pemphigus,rituximab
rituximab,rheumatoid arthritis,arthritis,rheumatoid arthritis,rituximab
rituximab,wegener's granulomatosis,inflammation,wegener's granulomatosis,rituximab
rivaroxaban,atrial fibrillation,heart diseases,atrial fibrillation,rivaroxaban
rivaroxaban,deep vein thrombosis,thrombosis,deep vein thrombosis,rivaroxaban
rivaroxaban,"deep vein thrombosis, prophylaxis",thrombosis,"deep vein thrombosis, prophylaxis",rivaroxaban
rivaroxaban,"deep vein thrombosis, recurrent event",thrombosis,"deep vein thrombosis, recurrent event",rivaroxaban
rivaroxaban,prevention of thromboembolism in atrial fibrillation,thrombosis,prevention of thromboembolism in atrial fibrillation,rivaroxaban
rivaroxaban,pulmonary embolism,lung,pulmonary embolism,rivaroxaban
rivaroxaban,"pulmonary embolism, recurrent event",lung,"pulmonary embolism, recurrent event",rivaroxaban
roflumilast,copd,copd,copd,roflumilast
roflumilast,"copd, maintenance","copd, maintenance","copd, maintenance",roflumilast
ropinirole,parkinson's disease,parkinsonism,parkinson's disease,ropinirole
ropinirole,periodic limb movement disorder,sleep,periodic limb movement disorder,ropinirole
ropinirole,restless legs syndrome,muscular,restless legs syndrome,ropinirole
rosuvastatin,atherosclerosis,sclerosis,atherosclerosis,rosuvastatin
rosuvastatin,high cholesterol,cholesterol,high cholesterol,rosuvastatin
rosuvastatin,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous",rosuvastatin
rosuvastatin,"high cholesterol, familial homozygous",cholesterol,"high cholesterol, familial homozygous",rosuvastatin
rosuvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia,rosuvastatin
rosuvastatin,prevention of cardiovascular disease,prevention of cardiovascular disease,prevention of cardiovascular disease,rosuvastatin
rosuvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident,rosuvastatin
ruxolitinib,myelofibrosis,myelofibrosis,myelofibrosis,ruxolitinib
ruxolitinib,polycythemia vera,polycythemia vera,polycythemia vera,ruxolitinib
salicylic acid,acne,acne,acne,salicylic acid
salicylic acid,dermatitis,skin,dermatitis,salicylic acid
salicylic acid,warts,warts,warts,salicylic acid
salsalate,osteoarthritis,arthritis,osteoarthritis,salsalate
salsalate,rheumatoid arthritis,arthritis,rheumatoid arthritis,salsalate
saxagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",saxagliptin
secukinumab,ankylosing spondylitis,arthritis,ankylosing spondylitis,secukinumab
secukinumab,plaque psoriasis,skin,plaque psoriasis,secukinumab
secukinumab,psoriatic arthritis,arthritis,psoriatic arthritis,secukinumab
selexipag,pulmonary hypertension,lung,pulmonary hypertension,selexipag
silodosin,benign prostatic hyperplasia,lymphoma,benign prostatic hyperplasia,silodosin
silver sulfadiazine,"burns, external","burns, external","burns, external",silver sulfadiazine
simethicone,flatulence,flatulence,flatulence,simethicone
simethicone,gastroenteritis,gastroenteritis,gastroenteritis,simethicone
simethicone,unctional gastric disorder,gastroenteritis,unctional gastric disorder,simethicone
simvastatin,cardiovascular risk reduction,cardiovascular risk reduction,cardiovascular risk reduction,simvastatin
simvastatin,high cholesterol,cholesterol,high cholesterol,simvastatin
simvastatin,"high cholesterol, familial heterozygous",cholesterol,"high cholesterol, familial heterozygous",simvastatin
simvastatin,hypercholesterolemia,cholesterol,hypercholesterolemia,simvastatin
simvastatin,"hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl","hyperlipoproteinemia type iia, elevated ldl",simvastatin
simvastatin,prevention of cerebrovascular accident,nervous system,prevention of cerebrovascular accident,simvastatin
sitagliptin,"diabetes, diabetes mellitus",diabetes,"diabetes, diabetes mellitus",sitagliptin
sodium bicarbonate,asystole,asystole,asystole,sodium bicarbonate
sodium hypochlorite,topical disinfection,infection,topical disinfection,sodium hypochlorite
sodium polystyrene sulfonate,hyperkalemia,kalemia,hyperkalemia,sodium polystyrene sulfonate
sofosbuvir,hepatitis c,hepatitis,hepatitis c,sofosbuvir
somatropin,adult human growth hormone deficiency,adult human growth hormone deficiency,adult human growth hormone deficiency,somatropin
somatropin,aids related wasting,aids related wasting,aids related wasting,somatropin
somatropin,hypopituitarism,hypopituitarism,hypopituitarism,somatropin
somatropin,pediatric growth hormone deficiency,pediatric growth hormone deficiency,pediatric growth hormone deficiency,somatropin
somatropin,short stature,short stature,short stature,somatropin
somatropin,turner's syndrome,turner's syndrome,turner's syndrome,somatropin
spironolactone,acne,acne,acne,spironolactone
spironolactone,alopecia,alopecia,alopecia,spironolactone
spironolactone,edema,edema,edema,spironolactone
spironolactone,gender dysphoria,certain hereditary disorders,gender dysphoria,spironolactone
spironolactone,heart failure,heart diseases,heart failure,spironolactone
spironolactone,hypertension,hypertension,hypertension,spironolactone
spironolactone,hirsutism,hirsutism,hirsutism,spironolactone
spironolactone,hypertension,hypertension,hypertension,spironolactone
spironolactone,hypokalemia,kalemia,hypokalemia,spironolactone
spironolactone,primary hyperaldosteronism,aldosteronism,primary hyperaldosteronism,spironolactone
spironolactone,primary hyperaldosteronism diagnosis,aldosteronism,primary hyperaldosteronism diagnosis,spironolactone
streptokinase,heart failure,heart diseases,heart failure,streptokinase
streptomycin,bacterial urinary tract infection,specific urinary,bacterial urinary tract infection,streptomycin
sucralfate,duodenal ulcer,ulcer,duodenal ulcer,sucralfate
sucralfate,gastroesophageal reflux disease,gastroenteritis,gastroesophageal reflux disease,sucralfate
sucralfate,gerd,gastroenteritis,gerd,sucralfate
sucralfate,stomach ulcer,ulcer,stomach ulcer,sucralfate
